ID,First_Name,Last_Name,Pos1,Pos2,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
parkeja01,Jabari,Parker,PF,SF,24,ATL,32,23,837,11,21.9,0.504,1.7,6.4,0.27,9.3,15.5,0.601,3,4,0.736,3,7.6,10.6,3.2,2.3,0.8,3.3,5.2,26.7,106,113,17.2,0.565,0.293,0.183,6.9,17.9,12.3,11.6,2.3,1.5,12.4,24,0.5,0.7,1.2,0.068,0.3,-0.3,0,0.4,6500000
parkeja01,Jabari,Parker,PF,SF,24,SAC,6,0,80,12.7,21.8,0.583,0.6,2.4,0.25,12.1,19.4,0.625,4.9,5.5,0.889,4.2,9.7,13.9,6.1,1.8,0.6,2.4,3.6,30.9,129,110,26.5,0.638,0.111,0.25,9.6,23.1,16.2,21.5,1.8,1.2,9.1,23.8,0.3,0.1,0.4,0.234,3.5,-0.9,2.6,0.1,6500000
parsoch01,Chandler,Parsons,SF,PF,31,ATL,5,0,54,4.3,15.5,0.278,3.5,12.1,0.286,0.9,3.5,0.25,0,0,0,0.9,5.2,6,2.6,3.5,0.9,2.6,2.6,12.1,77,112,5.6,0.389,0.778,0,2,12.1,7,7.5,3.5,1.6,14.3,16.1,-0.1,0,-0.1,-0.065,-4.7,-1.4,-6.1,-0.1,25102511
pascher01,Eric,Paschall,PF,SF,23,GSW,60,26,1654,9.2,18.5,0.497,1.1,3.7,0.287,8.1,14.8,0.55,4.7,6.1,0.774,2.4,5.6,8,3.7,0.9,0.4,2.7,3.6,24.2,110,117,14.5,0.571,0.202,0.331,5.2,13.1,9,12.7,0.9,0.7,11.4,21.4,1.6,0.5,2.1,0.062,-0.7,-2,-2.7,-0.3,898310
pasecan01,AnÅ¾ejs,PaseÄÅ†iks,C,PF,24,WAS,27,0,437,6.5,12.4,0.526,0,0.3,0,6.5,12.1,0.54,3.6,6.2,0.586,4.5,7,11.4,1.9,1,1.3,2.6,8,16.7,109,116,11.3,0.551,0.026,0.5,10.1,16.9,13.4,5.7,1,2.4,14.5,15.8,0.3,0.2,0.5,0.054,-4.1,-1.5,-5.6,-0.4,482144
pattepa01,Patrick,Patterson,PF,SF,30,LAC,59,18,776,5.8,14.2,0.408,4.1,10.5,0.39,1.7,3.7,0.459,2.1,2.6,0.814,2.1,7.1,9.2,2.5,0.4,0.2,1.3,3.3,17.8,119,111,11.5,0.58,0.738,0.185,4.8,15.1,10.1,7.2,0.4,0.3,7.7,14.7,1.1,0.8,1.9,0.118,0.8,-0.5,0.3,0.5,2331593
pattoju01,Justin,Patton,C,C,22,OKC,5,0,24,8.1,20.2,0.4,2,8.1,0.25,6.1,12.1,0.5,0,0,0,2,8.1,10.1,4,0,0,4,8.1,18.2,86,113,4.7,0.45,0.4,0,4.7,17.9,11.5,12.6,0,0,16.7,22,-0.1,0,0,-0.063,-6.8,-3.3,-10.1,0,183115
paulch01,Chris,Paul,PG,PG,34,OKC,70,70,2208,9.6,19.5,0.489,2.4,6.7,0.365,7.1,12.8,0.554,5.6,6.1,0.907,0.6,7.1,7.7,10.4,2.4,0.2,3.5,3.5,27.1,120,108,21.7,0.61,0.343,0.315,1.3,15.7,8.7,34,2.4,0.4,13.8,23.3,5.9,3,8.9,0.193,3,1.4,4.4,3.5,38506482
payneca01,Cameron,Payne,PG,SG,25,PHO,8,0,183,8.5,17.6,0.485,3.9,7.5,0.517,4.7,10.1,0.462,1.6,1.8,0.857,1,7,8,6.2,2.1,0.5,2.8,5.2,22.5,115,110,15.7,0.612,0.426,0.103,2.4,16.6,9.4,19.5,2.1,1,13.4,19.1,0.3,0.2,0.5,0.12,0.5,1,1.5,0.2,196288
paytoel01,Elfrid,Payton,PG,SG,25,NYK,45,36,1246,7.5,17.2,0.439,0.5,2.7,0.203,7,14.5,0.482,1.9,3.4,0.57,2,6.3,8.3,12.6,2.7,0.7,3.8,3.5,17.5,105,111,16,0.47,0.157,0.195,4.3,14.1,9.1,38.6,2.7,1.3,16.7,19.5,0.5,1.2,1.7,0.065,-0.4,0.4,0,0.6,8000000
paytoga02,Gary,Payton,PG,SG,27,WAS,29,17,432,5.2,12.6,0.414,1.4,5,0.283,3.8,7.6,0.5,0.4,0.9,0.5,2.8,5.8,8.7,5.2,3.6,0.8,2.2,5.8,12.2,103,111,11.3,0.473,0.397,0.069,6.3,14.2,10.1,14.8,3.6,1.4,14.3,13.4,0,0.4,0.5,0.051,-3.2,1.6,-1.6,0,1090781
pelleno01,Norvel,Pelle,C,C,26,PHI,24,0,232,5.2,10,0.521,0,0.2,0,5.2,9.8,0.532,1.5,2.9,0.5,4.2,10.9,15,1.7,0.6,6.5,3.8,11.5,11.9,94,102,10.5,0.526,0.021,0.292,9.5,24.8,17.1,4.6,0.6,11.4,24.9,13.4,-0.2,0.5,0.3,0.069,-7.8,2.6,-5.2,-0.2,350189
pinsoth01,Theo,Pinson,SG,PG,24,BRK,33,0,365,5.8,20.1,0.29,1.9,10.4,0.188,3.9,9.7,0.4,1.9,2.1,0.938,1.3,5.7,7,7.3,2.2,0.5,4.3,4.5,15.6,80,109,5.2,0.37,0.516,0.103,2.9,12.2,7.7,21.7,2.2,0.9,16.9,22.3,-1,0.4,-0.6,-0.078,-6.8,-0.2,-7,-0.5,1445697
plumlma01,Mason,Plumlee,C,C,29,DEN,61,1,1057,8.3,13.5,0.615,0,0.2,0,8.3,13.2,0.625,3.9,7.2,0.535,4.6,10.2,14.8,7.2,1.5,1.8,3.8,6.7,20.4,118,108,18.8,0.613,0.017,0.538,10.4,23.2,16.8,20.9,1.5,3.3,18.7,18,2,1.4,3.4,0.153,0.3,1.7,2,1.1,14041096
poeltja01,Jakob,Poeltl,C,C,24,SAS,66,18,1171,6.8,10.9,0.624,0,0,0,6.8,10.9,0.624,1.6,3.5,0.465,5.3,10,15.3,4.7,1.5,3.9,2.2,5.1,15.2,125,108,19.1,0.612,0,0.323,12.1,22.5,17.3,13.6,1.5,7.1,15.1,13.2,2.4,1.6,4,0.163,0.5,2,2.5,1.3,3754886
poirivi01,Vincent,Poirier,C,C,26,BOS,22,0,130,6.3,13.4,0.472,0.4,0.7,0.5,5.9,12.6,0.471,2.2,2.6,0.857,4.8,11.1,16,3,0.7,3.3,3,9.3,15.2,107,104,12.7,0.525,0.056,0.194,10.8,24.4,17.7,8.5,0.7,6.4,17,15.4,0.1,0.2,0.3,0.113,-4.8,1,-3.8,-0.1,2505793
pondssh01,Shamorie,Ponds,PG,SG,21,TOR,4,0,11,13,21.6,0.6,4.3,8.6,0.5,8.6,13,0.667,8.6,8.6,1,0,4.3,4.3,8.6,0,4.3,0,8.6,38.9,164,107,33.1,0.765,0.4,0.4,0,9.4,4.8,32.4,0,8.9,0,22.8,0.1,0,0.1,0.45,8.4,5.3,13.7,0,79568
poolejo01,Jordan,Poole,SG,PG,20,GSW,57,14,1274,6.3,18.9,0.333,2.8,10,0.279,3.5,8.9,0.392,3.6,4.5,0.798,0.3,4.1,4.4,5,1.3,0.4,2.8,3.5,18.9,91,117,7.2,0.454,0.528,0.237,0.7,9.6,5,15.8,1.3,0.7,11.8,21.1,-1.6,0.4,-1.2,-0.047,-4.4,-2.2,-6.6,-1.5,1964760
porteke02,Kevin,Porter,SF,SG,19,CLE,50,3,1162,7.8,17.6,0.442,2.2,6.6,0.335,5.6,11,0.506,3.1,4.2,0.723,0.9,5.9,6.8,4.6,1.9,0.6,3.9,5.7,20.9,99,115,10.8,0.535,0.375,0.24,2.1,13.5,7.7,13.9,1.9,1,16.7,20.5,-0.3,0.6,0.3,0.012,-3.2,-0.6,-3.8,-0.5,1290960
portemi01,Michael,Porter,PF,SF,21,DEN,55,8,903,10.7,21,0.509,3.4,8,0.422,7.3,12.9,0.564,3.3,3.9,0.833,3.6,10.6,14.2,2.5,1.5,1.4,2.7,5.5,28,118,109,19.8,0.617,0.384,0.188,8.2,23.9,16.1,7.9,1.5,2.6,10.6,22.3,1.8,1.1,2.9,0.154,2.4,-0.8,1.5,0.8,3389400
porteot01,Otto,Porter,SF,PF,26,CHI,14,9,331,9,20.4,0.443,3.5,9,0.387,5.5,11.4,0.487,2.8,3.9,0.704,1.9,5.1,7,3.6,2.2,0.9,1.6,4.5,24.3,112,110,15.8,0.55,0.443,0.193,4.1,12.3,8,11.9,2.2,1.7,6.8,21,0.4,0.4,0.8,0.112,0.8,0.2,1,0.3,27250576
portibo01,Bobby,Portis,C,PF,24,NYK,66,5,1393,9.3,20.6,0.45,2.3,6.5,0.358,6.9,14.1,0.493,2.5,3.3,0.763,2.8,9,11.8,3.4,1.1,0.6,2.6,3.8,23.3,107,113,14.6,0.53,0.317,0.158,6,20.4,12.9,11.1,1.1,1.2,10.4,21.4,0.9,1,1.9,0.064,0,-1.1,-1.1,0.3,15000000
porzikr01,Kristaps,PorziÅ†Ä£is,PF,C,24,DAL,57,57,1814,10.6,24.8,0.427,3.8,10.7,0.352,6.8,14.1,0.484,6,7.5,0.799,2.7,11.7,14.4,2.7,1.1,3.1,2.5,4.9,31,111,107,20.2,0.551,0.432,0.304,5.9,25.1,15.6,8.8,1.1,5.4,8,27,2.6,2.6,5.2,0.138,1.8,0.1,1.9,1.8,27285000
poweldw01,Dwight,Powell,C,PF,28,DAL,40,37,1061,6.7,10.4,0.638,0.5,1.8,0.256,6.2,8.7,0.716,3.4,5.1,0.667,3.4,6.9,10.3,2.7,1.5,1,1.6,4.6,17.1,134,111,15.9,0.677,0.17,0.485,7.5,14.8,11.2,7.7,1.5,1.8,11.5,12.6,2.6,1,3.6,0.162,0.4,0.9,1.3,0.9,10259375
powelno01,Norman,Powell,SG,SF,26,TOR,52,26,1479,9.5,19.2,0.495,3.5,8.8,0.399,6,10.5,0.575,4.1,4.9,0.843,0.8,5.3,6.1,2.9,1.9,0.7,2.5,3.5,26.7,115,106,16.8,0.624,0.457,0.256,1.9,11.4,6.8,9.7,1.9,1.4,10.4,21.5,2.3,2.3,4.6,0.15,1.2,0.8,2,1.5,10116576
randlch01,Chasson,Randle,PG,SG,26,GSW,3,0,40,0,4.8,0,0,2.4,0,0,2.4,0,6,7.2,0.833,0,2.4,2.4,6,2.4,0,0,3.6,6,113,116,6.7,0.377,0.5,1.5,0,5.6,2.7,15.7,2.4,0,0,7.1,0,0,0,0.045,-6,0.2,-5.8,0,91557
randlju01,Julius,Randle,PF,C,25,NYK,64,64,2080,10.8,23.5,0.46,1.5,5.4,0.277,9.3,18.1,0.515,6,8.2,0.733,3.5,11,14.6,4.6,1.2,0.5,4.5,4.2,29.2,105,112,17.5,0.538,0.23,0.35,7.5,24.9,16,15.8,1.2,1,14.3,27.6,0.9,1.8,2.7,0.062,0.7,-1,-0.3,0.9,18000000
reavejo02,Josh,Reaves,SG,SF,22,DAL,4,0,28,5.2,15.5,0.333,0,3.5,0,5.2,12.1,0.429,3.5,3.5,1,1.7,3.5,5.2,5.2,0,0,0,8.6,13.8,107,118,5.8,0.405,0.222,0.222,3.8,7.4,5.6,14.2,0,0,0,15.1,0,0,0,0.031,-5.9,-4,-9.9,-0.1,79568
reddica01,Cam,Reddish,SF,PF,20,ATL,58,34,1551,6.4,16.6,0.384,2.5,7.5,0.332,3.9,9.1,0.428,3,3.8,0.802,1.1,5.4,6.5,2.6,1.9,0.8,2.9,4,18.3,95,115,9,0.5,0.451,0.227,2.4,12.7,7.5,8,1.9,1.5,13.6,18.9,-1.2,0.8,-0.4,-0.011,-3.3,-1,-4.2,-0.9,4245720
redicjj01,J.J.,Redick,SG,SF,35,NOP,60,36,1581,8.4,18.5,0.453,5.3,11.6,0.453,3.1,6.8,0.453,4.8,5.4,0.892,0.3,4.1,4.4,3.5,0.6,0.3,2.2,2.8,26.8,122,116,15.4,0.644,0.629,0.293,0.7,9.5,5.1,10.8,0.6,0.5,9.5,20.4,3.6,0.6,4.1,0.125,2.3,-1.7,0.7,1.1,13486300
reidna01,Naz,Reid,C,PF,20,MIN,30,11,495,9.4,22.8,0.412,3,9.1,0.33,6.4,13.7,0.466,3.5,5,0.698,3.2,8.4,11.6,3.3,1.8,2.1,2.1,7.8,25.2,105,110,15.3,0.505,0.399,0.218,7,19.9,13.2,11.2,1.8,3.7,7.6,24,0.2,0.6,0.8,0.074,-1.6,-0.3,-1.9,0,898310
richajo01,Josh,Richardson,SG,SF,26,PHI,55,53,1693,8,18.5,0.43,2.4,7.1,0.341,5.5,11.4,0.486,3.3,4,0.809,1.2,3.8,5,4.6,1.5,1,3,3.9,21.6,104,111,12,0.533,0.385,0.218,2.7,8.7,5.7,13.9,1.5,1.8,12.8,20.6,0.5,1.7,2.1,0.061,-1.4,-0.4,-1.8,0.1,10100000
riverau01,Austin,Rivers,SG,PG,27,HOU,68,4,1594,6.1,14.5,0.421,2.8,7.8,0.356,3.3,6.7,0.498,2.3,3.2,0.703,0.8,4.3,5.1,3.3,1.4,0.3,1.5,3.7,17.3,110,113,10.4,0.542,0.539,0.222,1.8,9.8,5.8,10,1.4,0.5,8.3,15.6,1.2,1.2,2.4,0.072,-2.1,-0.4,-2.5,-0.2,2174318
roberan03,Andre,Roberson,SG,SF,28,OKC,7,0,87,4.5,16.2,0.276,1.7,7.8,0.214,2.8,8.4,0.333,0.6,1.1,0.5,3.9,11.2,15.1,2.2,0.6,1.7,1.1,7.3,11.2,84,108,5.4,0.335,0.483,0.069,9.2,24.7,17.1,6.3,0.6,3,6.3,16.1,-0.1,0.1,0,-0.017,-5.2,-0.1,-5.3,-0.1,10740741
robindu01,Duncan,Robinson,SF,SG,25,MIA,73,68,2166,7.3,15.5,0.47,6.1,13.7,0.446,1.2,1.8,0.654,1.5,1.6,0.931,0.2,5,5.2,2.3,0.8,0.4,1.6,4.3,22.2,122,113,13.1,0.684,0.882,0.105,0.5,11,6,7.1,0.8,0.9,8.9,16,3.7,1.6,5.3,0.118,1.5,-1,0.5,1.3,1416852
robingl02,Glenn,Robinson,SF,PF,26,GSW,48,48,1516,7.7,16,0.481,2.1,5.4,0.4,5.6,10.6,0.522,2,2.3,0.851,2.1,5.1,7.1,2.7,1.4,0.4,1.6,2.6,19.5,112,116,13.1,0.574,0.335,0.146,4.6,11.9,8.1,8.8,1.4,0.8,8.5,16.6,1.5,0.6,2.1,0.067,-0.6,-1.2,-1.7,0.1,1882867
robingl02,Glenn,Robinson,SF,PF,26,PHI,14,4,270,7.9,15.3,0.518,1.6,4.8,0.333,6.3,10.4,0.603,2,2.2,0.917,2.7,5.2,7.9,2,1.6,0.4,0.9,3.2,19.4,124,111,14.7,0.598,0.318,0.141,6.1,11.9,9,5.9,1.6,0.6,5.2,15.2,0.5,0.3,0.8,0.137,0,-1.3,-1.4,0,1882867
robinje01,Jerome,Robinson,SG,SF,22,LAC,42,1,476,4.6,13.5,0.338,1.9,6.7,0.284,2.7,6.9,0.391,1.1,1.9,0.579,0.5,5.5,6,4.6,1.3,0.8,2.6,5.5,12.1,87,109,4.8,0.423,0.493,0.14,1.1,11.7,6.5,12.6,1.3,1.5,15.3,15,-0.6,0.6,0,-0.004,-5.3,0.6,-4.7,-0.3,3567720
robinje01,Jerome,Robinson,SG,SF,22,WAS,21,5,503,6.4,16.2,0.397,2.8,8,0.349,3.6,8.2,0.443,2.7,3.5,0.763,0.7,5.7,6.4,3.8,1.4,0.8,2.1,5.3,18.3,103,116,9.8,0.516,0.494,0.218,1.7,13.8,7.5,11.3,1.4,1.6,10.8,17.7,0,0.2,0.2,0.022,-2.2,-0.9,-3.2,-0.1,3567720
robinju01,Justin,Robinson,PG,SG,22,WAS,9,0,49,4.8,11.4,0.417,2.9,4.8,0.6,1.9,6.7,0.286,0,0,0,1,3.8,4.8,6.7,0,1,2.9,1.9,12.4,105,120,8.2,0.542,0.417,0,2.1,9.3,5.6,18.8,0,1.8,20,12.7,0,0,0,0.007,-2.6,-3.1,-5.7,0,395866
robinmi01,Mitchell,Robinson,C,C,21,NYK,61,7,1412,8.7,11.8,0.742,0,0,0,8.7,11.8,0.742,2.9,5.1,0.568,6.4,8.3,14.8,1.2,1.8,4.1,1.3,6.7,20.3,144,107,23.5,0.726,0,0.434,13.7,18.8,16.2,3.9,1.8,8,8.3,13.3,4.8,2,6.8,0.23,1.6,1.4,2.9,1.8,1559712
robyis01,Isaiah,Roby,SF,PF,21,OKC,3,0,11,0,4.4,0,0,0,0,0,4.4,0,0,0,0,0,8.8,8.8,0,0,0,4.4,4.4,0,0,113,-7.7,0,0,0,0,19.5,10,0,0,0,50,8,-0.1,0,0,-0.188,-12.1,-3.4,-15.5,0,1500000
rondora01,Rajon,Rondo,PG,PG,33,LAL,48,3,984,6.6,15.8,0.418,2,6,0.328,4.6,9.8,0.473,1.3,2,0.659,1.1,5.8,6.9,11.6,1.9,0.1,4.4,2.8,16.5,103,108,12.4,0.494,0.381,0.125,2.6,13.1,7.9,32.9,1.9,0.2,20.8,18.7,0.1,1.3,1.4,0.068,-1.2,-0.1,-1.3,0.2,2564753
rosede01,Derrick,Rose,PG,PG,31,DET,50,15,1298,14,28.5,0.49,1.7,5.6,0.306,12.3,23,0.535,4.6,5.3,0.871,1,3.6,4.6,10.5,1.5,0.6,4.8,1.9,34.3,109,115,21,0.555,0.195,0.185,2.3,8.3,5.3,40.5,1.5,1,13.4,31.6,1.8,0.7,2.5,0.092,3.9,-1.7,2.2,1.4,7317073
rosste01,Terrence,Ross,SG,SF,28,ORL,69,0,1889,8.8,21.8,0.403,4.6,13,0.351,4.2,8.8,0.48,4,4.7,0.853,0.3,5.4,5.7,2.1,2,0.6,1.8,2.8,26.2,106,110,14,0.548,0.596,0.217,0.7,12.3,6.3,6.8,2,1.1,7,22.8,1.1,2,3,0.077,-0.1,-0.3,-0.4,0.8,12500000
roziete01,Terry,Rozier,PG,SG,25,CHO,63,63,2164,9.2,21.8,0.423,4,9.8,0.407,5.2,12,0.436,3.8,4.4,0.874,1.2,5.2,6.4,6,1.4,0.2,3.3,2.9,26.3,108,115,14.8,0.553,0.45,0.202,2.4,11.8,7,20.4,1.4,0.4,12.1,23.7,1.9,1.1,3,0.066,0.8,-1.2,-0.4,0.8,19894737
rubiori01,Ricky,Rubio,PG,PG,29,PHO,65,65,2016,6.7,16.3,0.415,1.8,5.1,0.361,4.9,11.2,0.439,4.6,5.3,0.863,1.1,6.1,7.1,13.4,2.2,0.3,4.1,3.9,19.9,113,111,16.5,0.535,0.312,0.327,2.5,14.4,8.4,39.7,2.2,0.5,17.9,20.4,2.9,2,4.9,0.117,0.7,0.2,1,1.5,16190476
russeda01,D'Angelo,Russell,PG,SG,23,GSW,33,33,1060,12.3,28.7,0.43,5.4,14.5,0.374,6.9,14.2,0.487,5.1,6.5,0.785,0.6,4.9,5.5,9.3,1.4,0.4,4.6,2.9,35.2,106,116,19.1,0.558,0.506,0.227,1.4,11.4,6.2,36,1.4,0.8,12.6,32.2,0.9,0.4,1.3,0.058,4.5,-1.9,2.6,1.2,27285000
russeda01,D'Angelo,Russell,PG,SG,23,MIN,12,12,392,10.3,25,0.412,4.5,13,0.345,5.8,12,0.485,5.7,6.5,0.873,0.4,6.2,6.5,9.4,2,0.5,5.4,2.6,30.8,105,113,17.6,0.553,0.521,0.261,0.8,14.5,7.4,33.1,2,0.8,16.4,29.5,0.2,0.3,0.5,0.064,1.8,-1.7,0.1,0.2,27285000
sabondo01,Domantas,Sabonis,C,PF,23,IND,62,62,2159,10.3,19.1,0.54,0.4,1.5,0.254,9.9,17.6,0.565,4.8,6.7,0.723,4.2,13.1,17.3,7,1.1,0.7,3.8,4.4,25.8,115,106,20.7,0.586,0.079,0.349,9.7,29.3,19.6,21.7,1.1,1.2,14.8,23.3,4.1,3.4,7.5,0.168,2,1.2,3.2,2.9,3529555
samanlu01,Luka,Å amaniÄ‡,PF,C,20,SAS,3,1,48,5,15.9,0.313,3,8,0.375,2,8,0.25,3,4,0.75,1,9,10,6,0,2,2,6,15.9,98,115,8.8,0.45,0.5,0.25,2.2,20.2,11.2,16.3,0,3.7,10.1,17.8,0,0,0,0.011,-2.4,-1.7,-4.1,0,2689920
sampsja02,JaKarr,Sampson,SF,SG,26,IND,34,12,471,7,11.8,0.591,0.2,1.3,0.154,6.8,10.5,0.647,1.9,2.8,0.667,2.1,7,9.1,2.2,1.6,1.2,1.5,6.6,16.1,118,108,12.6,0.615,0.113,0.235,4.7,15.7,10.2,6.1,1.6,2.2,10.6,13.2,0.6,0.7,1.2,0.124,-2.8,1.4,-1.4,0.1,1737145
saricda01,Dario,Saric,PF,PF,25,PHO,66,51,1632,7.4,15.6,0.476,2.4,6.8,0.357,5,8.8,0.568,3.1,3.7,0.844,2.9,8.9,11.8,3.6,1.1,0.5,2.6,4.5,20.4,114,112,14.2,0.592,0.437,0.238,6.7,21.1,13.8,10.8,1.1,0.9,12.9,17.8,2.1,1.5,3.6,0.105,-0.1,-0.3,-0.4,0.7,3481986
satorto01,TomÃ¡Å¡,SatoranskÃ½,PG,SG,28,CHI,65,64,1878,6.1,14.1,0.43,1.6,5.1,0.322,4.4,9,0.491,2.7,3.1,0.876,1.9,4.6,6.5,9.1,2.1,0.2,3.3,3.5,16.5,111,112,13.5,0.533,0.361,0.22,4.3,11,7.5,27.1,2.1,0.4,17.7,16.7,1.8,1.7,3.5,0.09,-1.1,-0.2,-1.3,0.3,10000000
schofad01,Admiral,Schofield,SF,PF,22,WAS,33,2,368,4.4,11.7,0.38,2.4,7.7,0.311,2,3.9,0.516,1.3,1.9,0.667,0.9,5.1,6,1.9,1,0.5,0.9,6.4,12.6,104,118,6.1,0.502,0.663,0.163,2,12.4,7,5.3,1,0.9,6.6,11.9,0.1,0.1,0.1,0.017,-4.3,-1.2,-5.5,-0.3,898310
schrode01,Dennis,SchrÃ¶der,PG,SG,26,OKC,65,2,1999,11,23.5,0.469,3,7.9,0.385,8,15.6,0.513,4.8,5.7,0.839,0.5,5.3,5.7,6.4,1.1,0.3,4,3.5,29.9,108,112,16.7,0.575,0.337,0.245,1.1,11.6,6.5,21.9,1.1,0.6,13.4,27.2,1.9,1.8,3.6,0.087,1.1,-1.1,0,1,15500000
scottmi01,Mike,Scott,PF,SF,31,PHI,68,11,1207,6,14.1,0.426,3.2,8.7,0.369,2.8,5.3,0.519,1.2,1.5,0.811,2.6,7.3,10,2.2,0.8,0.2,1,3.9,16.4,117,112,11.2,0.557,0.62,0.106,5.9,16.8,11.3,6.4,0.8,0.4,6.6,14,1.4,1.1,2.5,0.1,-0.7,-1.1,-1.8,0.1,4767000
sefolth01,Thabo,Sefolosha,PF,SF,35,HOU,41,0,436,3.9,9.7,0.407,1.6,5.7,0.278,2.3,3.9,0.595,0.3,0.8,0.375,2.2,7.6,9.9,2.7,2.5,1.3,1.6,4.6,9.8,103,107,9.4,0.487,0.593,0.088,5,17.5,11.2,7.5,2.5,2.4,13.7,10.4,0,0.6,0.7,0.072,-2.9,1.6,-1.2,0.1,2564753
sextoco01,Collin,Sexton,SG,PG,21,CLE,65,65,2143,11.6,24.7,0.472,2.2,5.8,0.38,9.4,18.9,0.501,5.1,6.1,0.846,1.4,3.2,4.6,4.4,1.5,0.2,3.6,3.2,30.6,108,118,16.3,0.56,0.235,0.246,3.1,7.5,5.3,15.1,1.5,0.3,11.6,27.2,2.1,0.4,2.5,0.057,0.3,-2.1,-1.8,0.1,4764960
shamela01,Landry,Shamet,SG,PG,22,LAC,53,30,1452,5.1,12.7,0.404,3.6,9.6,0.375,1.5,3.1,0.495,2.1,2.5,0.855,0.2,3.1,3.3,3.2,0.7,0.3,1.4,4.6,16,115,113,8.5,0.58,0.757,0.194,0.4,6.6,3.6,9.1,0.7,0.6,9,13.4,1.5,1.1,2.6,0.086,-1.8,-0.3,-2.1,0,1995120
shayoma01,Marial,Shayok,SG,SF,24,PHI,4,0,28,5.2,20.8,0.25,3.5,10.4,0.333,1.7,10.4,0.167,5.2,6.9,0.75,1.7,10.4,12.1,1.7,0,1.7,5.2,6.9,19,75,110,1.4,0.4,0.5,0.333,3.9,23.7,13.8,4.8,0,3,17.9,25.8,-0.1,0,-0.1,-0.13,-9.3,-3.7,-13,-0.1,79568
shumpim01,Iman,Shumpert,SG,SF,29,BRK,13,0,241,4.1,12.6,0.328,1.6,6.5,0.242,2.6,6.1,0.419,0.8,1.4,0.571,1.8,4.9,6.7,2.4,2.4,0.4,2,4.1,10.6,85,109,5.3,0.403,0.516,0.109,3.9,10.5,7.3,6.7,2.4,0.7,13,13.4,-0.3,0.3,0,-0.005,-6.3,0.8,-5.5,-0.2,419443
siakapa01,Pascal,Siakam,PF,SF,25,TOR,60,60,2110,11.3,24.9,0.453,3,8.2,0.359,8.3,16.7,0.499,5.4,6.8,0.792,1.4,8.5,9.9,4.7,1.4,1.2,3.3,3.8,30.9,107,105,17.9,0.554,0.331,0.274,3.3,18.3,11,16.4,1.4,2.5,10.7,28.1,1.8,3.6,5.4,0.123,1.3,0.5,1.8,2,2351839
silvach01,Chris,Silva,PF,SF,23,MIA,44,0,346,6.8,11,0.615,0,0.4,0,6.8,10.6,0.64,5.2,7.8,0.673,8.5,9.3,17.8,3.2,1.3,3,4.5,12,18.8,120,106,17.3,0.651,0.038,0.705,20.2,20.6,20.4,9.9,1.3,6,23.8,17.1,0.7,0.5,1.3,0.178,-3.1,0.8,-2.3,0,466918
simmobe01,Ben,Simmons,PG,PF,23,PHI,57,57,2017,9,15.5,0.58,0,0.2,0.286,9,15.4,0.583,4.4,7.2,0.621,2.7,8,10.7,10.9,2.9,0.8,4.8,4.5,22.5,116,106,20.4,0.602,0.011,0.461,6.2,18.2,12.2,33.8,2.9,1.4,20.4,20.9,3.8,3.1,6.9,0.165,1.3,2.3,3.6,2.8,8113930
simonan01,Anfernee,Simons,SG,PG,20,POR,70,4,1449,7,17.6,0.399,2.5,7.4,0.332,4.6,10.2,0.448,2.5,3,0.826,0.8,4.2,5,3.2,0.9,0.3,2,4.4,19,102,119,9,0.502,0.422,0.172,1.8,9.1,5.5,9.2,0.9,0.6,9.6,18.7,0,0.1,0.2,0.005,-2.6,-1.9,-4.5,-0.9,2149560
smailal01,Alen,SmailagiÄ‡,PF,C,19,GSW,14,0,139,6.9,13.8,0.5,1,4.5,0.231,5.9,9.3,0.63,5.5,6.5,0.842,3.4,5.9,9.3,4.5,1,1.4,3.8,4.8,20.3,112,115,14.5,0.61,0.325,0.475,7.5,13.7,10.5,14.3,1,2.6,18.5,18.2,0.2,0.1,0.2,0.081,-1.4,-0.8,-2.2,0,898310
smartma01,Marcus,Smart,SG,PG,25,BOS,60,40,1919,6.4,17.2,0.375,3.4,9.9,0.347,3,7.2,0.415,3.2,3.8,0.836,1.1,4.6,5.7,7.3,2.5,0.7,2.6,4.1,19.5,110,107,13.8,0.518,0.579,0.223,2.4,10.1,6.3,21.1,2.5,1.4,12.1,18.9,1.7,2.8,4.5,0.112,0,1.4,1.4,1.6,12553471
smithde03,Dennis,Smith,PG,SG,22,NYK,34,3,537,6.5,19.1,0.341,1.5,4.9,0.296,5.1,14.2,0.357,2.4,4.8,0.509,1.9,5.2,7.1,8.9,2.5,0.7,5.3,5.9,17,84,112,7.4,0.399,0.256,0.251,4.1,11.7,7.7,26.4,2.5,1.4,19.8,23.1,-1.4,0.5,-0.9,-0.079,-5.2,-0.9,-6.1,-0.6,4463640
