ID,First_Name,Last_Name,Pos1,Pos2,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,ORtg,DRtg,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary
jokicni01,Nikola,Jokic,C,C,24,DEN,73,73,2336,12,22.7,0.528,1.7,5.4,0.314,10.3,17.3,0.594,5.2,6.4,0.817,3.5,11.5,15,10.8,1.8,0.9,4.8,4.7,30.8,119,108,24.9,0.605,0.238,0.281,8,26.1,17.1,35.2,1.8,1.7,15.8,26.6,6.7,3.1,9.8,0.202,5.5,2,7.4,5.5,26573595
jonesda03,Damian,Jones,C,C,24,ATL,55,27,887,6.4,9.4,0.68,0.1,0.5,0.222,6.3,8.9,0.704,3.3,4.4,0.738,3.9,6.9,10.8,1.8,1.4,2.1,1.5,7.8,16.1,138,113,15.6,0.712,0.051,0.472,8.9,16.2,12.5,5.6,1.4,3.8,11.5,11.4,2.2,0.6,2.8,0.152,-1.6,0.1,-1.5,0.1,2305057
jonesde02,Derrick,Jones,SF,PF,22,MIA,59,16,1375,6.5,12.4,0.527,1.3,4.7,0.28,5.2,7.7,0.677,3.4,4.4,0.772,2.3,5.9,8.3,2.2,2.1,1.3,1.1,4.6,17.7,126,109,14.9,0.62,0.378,0.352,5.6,13.1,9.5,6.7,2.1,2.7,6.9,13.9,2.6,1.8,4.4,0.153,-0.3,1.1,0.7,1,1645357
jonesty01,Tyus,Jones,PG,PG,23,MEM,65,6,1232,7.5,16.3,0.459,1.8,4.7,0.379,5.7,11.6,0.492,1.6,2.2,0.741,0.3,3.6,3.9,10.8,2.2,0.2,2.1,1.7,18.3,116,112,15.7,0.532,0.289,0.135,0.8,7.9,4.4,32,2.2,0.4,10.8,17.2,1.9,1.1,3,0.117,0.4,0.2,0.6,0.8,8408000
jordade01,DeAndre,Jordan,C,C,31,BRK,56,6,1234,7.3,11,0.666,0,0,0,7.3,11,0.666,3.2,4.7,0.68,5.4,16.1,21.5,4,0.7,2,2.8,4.4,17.8,129,104,19.9,0.682,0,0.425,12.1,34.5,23.5,12.6,0.7,3.5,17.8,14.1,3,2.2,5.2,0.2,1.2,1.8,3,1.5,9881598
josepco01,Cory,Joseph,PG,SG,28,SAC,72,26,1759,4.7,11.4,0.415,1.5,4.4,0.352,3.2,7,0.455,1.7,1.9,0.857,1.2,4,5.2,6.9,1.5,0.6,2.2,3.7,12.6,110,114,10.1,0.517,0.386,0.17,2.7,9.4,6,19.1,1.5,1.1,15.3,12.9,1.2,1.1,2.3,0.062,-2.1,0.1,-2,0,12000000
kabenmf01,Mfiondu,Kabengele,C,PF,22,LAC,12,0,64,10.3,23.6,0.438,6.6,14.8,0.45,3.7,8.9,0.417,3.7,3.7,1,0.7,7.4,8.1,1.5,1.5,1.5,1.5,6.6,31,119,107,18.2,0.614,0.625,0.156,1.7,15.8,8.9,4.9,1.5,2.8,5.5,23.7,0.1,0.1,0.2,0.173,2.3,-0.1,2.2,0.1,1977000
kaminfr01,Frank,Kaminsky,C,PF,26,PHO,39,13,777,8.4,18.7,0.45,2.5,7.6,0.331,5.9,11.2,0.53,3.7,5.5,0.678,2.1,8.6,10.7,4.6,0.9,0.6,2.3,4.6,23,110,112,14.2,0.545,0.404,0.293,4.9,20.4,12.6,14.3,0.9,1.1,9.6,21,0.7,0.7,1.4,0.087,-0.1,-0.4,-0.5,0.3,4767000
kanteen01,Enes,Kanter,C,C,27,BOS,58,7,983,9.8,17.1,0.572,0,0.3,0.143,9.7,16.7,0.581,3.4,4.9,0.707,8,13.2,21.2,2.7,1.1,2,2.7,4.9,23,123,104,22.4,0.599,0.02,0.284,18,28.9,23.5,8.8,1.1,3.9,12.5,19.4,2.6,1.8,4.4,0.214,1.8,-0.3,1.5,0.9,4767000
kennalu01,Luke,Kennard,SG,SG,23,DET,28,25,922,8.1,18.2,0.442,3.9,9.8,0.399,4.2,8.5,0.491,3.6,4,0.893,0.5,4.7,5.2,6.1,0.6,0.3,2.3,3.5,23.6,117,117,14.4,0.589,0.535,0.219,1.1,11.1,6,19.2,0.6,0.5,10.3,19.8,1.6,0.3,1.9,0.1,1.1,-1.4,-0.3,0.4,3827160
kiddst01,Stanton,Kidd,SF,PF,27,UTA,4,0,15,0,9.7,0,0,3.2,0,0,6.5,0,0,0,0,0,9.7,9.7,3.2,0,0,6.5,9.7,0,13,112,-13.7,0,0.333,0,0,21.3,11,8,0,0,40,14.6,-0.1,0,-0.1,-0.327,-15.7,-1.3,-17,-0.1,250000
kiddgmi01,Michael,Kidd-Gilchrist,SF,PF,26,CHO,12,0,160,5.6,16.6,0.34,1.6,5.3,0.294,4.1,11.3,0.361,2.2,2.8,0.778,2.8,8.1,11,3.1,0,0.9,2.2,5.6,15,91,115,6.1,0.421,0.321,0.17,5.9,18.4,11.9,9.5,0,1.7,10.9,17.6,-0.2,0.1,-0.1,-0.028,-5.3,-1.6,-6.9,-0.2,810763
kiddgmi01,Michael,Kidd-Gilchrist,SF,PF,26,DAL,13,0,121,1.6,5.2,0.308,0,1.2,0,1.6,4,0.4,1.6,2,0.8,2,10.8,12.8,1.6,0.8,1.2,3.6,7.6,4.8,71,110,1.7,0.395,0.231,0.385,4.4,23.1,13.9,4,0.8,2.1,37.2,8.5,-0.2,0.1,-0.1,-0.032,-7.6,-0.4,-8,-0.2,810763
kinglo02,Louis,King,SF,PF,20,DET,10,0,62,6.3,16.7,0.381,3.2,8.7,0.364,3.2,7.9,0.4,0,2.4,0,0.8,7.1,7.9,4,1.6,0,1.6,7.9,15.9,93,113,6.2,0.448,0.524,0.143,1.8,16.7,9.2,11.8,1.6,0,8.2,17.1,-0.1,0,0,-0.007,-5.1,-1.1,-6.2,-0.1,79568
klebima01,Maxi,Kleber,C,PF,28,DAL,74,21,1890,6.1,13.1,0.461,3,8.2,0.373,3,5,0.605,2,2.4,0.849,2.9,7.1,9.9,2.3,0.6,2.1,1.5,4.5,17.2,122,112,13.6,0.605,0.621,0.181,6.3,15.1,10.8,6.3,0.6,3.8,9.5,13.9,3.2,1.7,4.8,0.123,0.4,0,0.4,1.1,8000000
knighbr03,Brandon,Knight,PG,SG,28,CLE,16,0,241,5.7,17.4,0.326,3.8,12.9,0.297,1.8,4.4,0.409,0.8,2.6,0.308,0.6,3.4,4,6.3,1,0.4,3.2,4,15.9,89,119,5.4,0.431,0.744,0.151,1.4,7.9,4.6,18,1,0.7,14.9,19.1,-0.3,0,-0.3,-0.062,-3.9,-2.7,-6.7,-0.3,15643750
knighbr03,Brandon,Knight,PG,SG,28,DET,9,3,221,6.9,18,0.383,5.8,14.9,0.388,1.1,3.1,0.357,3.6,4.7,0.762,0.2,4.5,4.7,8.5,1.1,0.2,4.9,4.5,23.1,106,116,11.9,0.576,0.827,0.259,0.5,10.4,5.4,25.6,1.1,0.4,19.6,22.2,0.1,0.1,0.2,0.046,0.5,-2.5,-2,0,15643750
knoxke01,Kevin,Knox,SF,PF,20,NYK,65,4,1166,6,16.7,0.359,2.7,8.3,0.327,3.3,8.4,0.391,2.8,4.2,0.653,1.2,6.5,7.7,2.5,1,1.2,1.9,4.4,17.5,97,114,8.3,0.47,0.496,0.252,2.5,14.7,8.4,7.4,1,2.3,9.2,17.8,-0.5,0.7,0.2,0.007,-3.1,-1.1,-4.2,-0.7,4380120
konchjo01,John,Konchar,SG,SF,23,MEM,19,0,181,6.2,9.5,0.649,1.3,2.6,0.5,4.9,7,0.704,0.3,0.5,0.5,4.6,7.5,12.1,5.7,1.8,0.8,1.8,1.8,13.9,140,110,18,0.713,0.27,0.054,10.7,16.6,13.7,16.2,1.8,1.5,15.6,10.3,0.5,0.2,0.7,0.182,2.5,2,4.5,0.3,79568
korkmfu01,Furkan,Korkmaz,SG,SF,22,PHI,72,12,1559,7.5,17.5,0.43,4.4,11.1,0.402,3.1,6.4,0.478,2.4,3.2,0.755,0.6,4.7,5.2,2.5,1.3,0.5,1.8,3,21.9,111,112,12,0.579,0.632,0.181,1.3,10.6,6,7.3,1.3,0.9,8.8,18.4,1.4,1.4,2.8,0.085,-0.3,-1,-1.3,0.3,1620564
kornelu01,Luke,Kornet,C,PF,24,CHI,36,14,559,7.1,16.1,0.439,2.7,9.3,0.287,4.4,6.8,0.646,1.7,2.4,0.714,1.9,5.3,7.2,2.8,0.9,2.2,1.2,4.7,18.5,112,111,12.7,0.539,0.578,0.15,4.1,12.9,8.3,8.5,0.9,4.4,6.6,16.3,0.5,0.6,1.1,0.091,-0.9,-0.2,-1.2,0.1,2195122
korveky01,Kyle,Korver,SF,SG,38,MIL,58,1,960,6,13.9,0.43,4.7,11.3,0.418,1.3,2.7,0.482,1.7,2,0.854,0.7,5.1,5.8,3.2,1.2,0.6,2.3,3.7,18.4,113,106,11.3,0.62,0.809,0.14,1.6,10.4,6.3,9.2,1.2,1.1,13.4,15.4,0.9,1.5,2.5,0.124,-0.6,0.7,0.1,0.5,2564753
kurucro01,Rodions,Kurucs,PF,SF,21,BRK,47,9,684,5.5,12.2,0.446,2.3,6.2,0.367,3.2,6,0.529,1.7,2.6,0.632,1.7,7.7,9.5,3.5,1.7,0.3,3.2,6.2,14.9,101,109,8.9,0.555,0.508,0.215,3.9,16.6,10.4,10.4,1.7,0.6,19.2,14.7,-0.1,0.8,0.8,0.055,-3.6,0.8,-2.8,-0.1,1699236
kuzmaky01,Kyle,Kuzma,PF,SF,24,LAL,61,9,1526,9.1,20.8,0.436,2.7,8.5,0.316,6.4,12.3,0.518,3.6,4.8,0.735,1.6,6.9,8.5,2.5,0.9,0.8,2.8,3.9,24.4,103,109,12.2,0.531,0.407,0.232,3.8,15.7,9.8,7.6,0.9,1.5,11,22.9,0.1,1.9,2,0.063,-1.6,-1,-2.6,-0.2,1974600
labissk01,Skal,Labissiere,C,PF,23,POR,33,1,567,6.8,12.4,0.551,0.3,1.1,0.231,6.6,11.3,0.582,2.1,2.8,0.758,5.5,8.7,14.2,3.5,0.6,2.6,2.5,7.5,16,121,113,15.4,0.588,0.088,0.224,12.1,19,15.6,10.1,0.6,4.7,15.7,14.3,1,0.4,1.4,0.119,-1.5,0.2,-1.3,0.1,2338847
lambje01,Jeremy,Lamb,SG,SF,27,IND,46,42,1291,8.1,18,0.451,2,5.9,0.335,6.1,12.1,0.508,3.5,4.1,0.836,0.9,6.6,7.5,3.6,2.1,0.8,1.9,3.9,21.7,108,107,14,0.547,0.33,0.23,2.1,14.8,8.5,10.5,2.1,1.5,8.7,19.6,0.9,1.8,2.7,0.099,-1.1,0.8,-0.4,0.5,10500000
langfro01,Romeo,Langford,SG,SG,20,BOS,32,2,370,3.7,10.4,0.35,0.7,3.5,0.185,3,6.9,0.434,2.3,3.3,0.72,2,3.4,5.3,1.7,1,1,1.4,4.3,10.3,95,111,5.4,0.434,0.338,0.313,4.4,7.4,5.9,4.5,1,2,10.8,11.8,-0.2,0.4,0.2,0.025,-4.7,-0.3,-4.9,-0.3,3458400
lavinza01,Zach,LaVine,SG,SF,24,CHI,60,60,2085,12.5,27.7,0.45,4.3,11.2,0.38,8.2,16.5,0.497,6.2,7.7,0.802,0.9,5.7,6.7,5.9,2,0.6,4.8,3,35.3,106,110,19.4,0.568,0.404,0.279,2.1,13.8,7.7,21.7,2,1.3,13.3,31.7,1.8,2.2,4,0.091,3.2,-0.8,2.4,2.4,19500000
lawvi01,Vic,Law,SF,PF,24,ORL,8,0,62,4.7,14.1,0.333,0.8,5.5,0.143,3.9,8.6,0.455,1.6,4.7,0.333,1.6,7.1,8.6,2.4,1.6,0,1.6,4.7,11.8,79,111,3.7,0.363,0.389,0.333,3.4,16.2,9.6,6.7,1.6,0,8.8,15.8,-0.1,0.1,-0.1,-0.052,-7.1,-2.5,-9.6,-0.1,79568
laymaja01,Jake,Layman,PF,SF,25,MIN,23,2,505,7.4,16.5,0.453,2.2,6.6,0.333,5.2,9.8,0.533,2.2,2.9,0.75,1.6,3.7,5.2,1.4,1.6,0.9,2.2,4.3,19.3,102,114,10.3,0.544,0.402,0.179,3.4,8.7,6,4.4,1.6,1.6,11.1,17.7,0,0.3,0.3,0.03,-2.7,-1,-3.7,-0.2,3581986
leaftj01,T.J.,Leaf,PF,PF,22,IND,28,1,222,7.9,18.8,0.419,1.1,3.9,0.278,6.8,14.9,0.456,1.5,3.5,0.438,5,10.5,15.5,2,2.2,0.9,1.7,4.8,18.4,98,105,12.9,0.451,0.209,0.186,11.5,23.5,17.5,5.7,2.2,1.6,7.9,20,-0.1,0.4,0.3,0.061,-2.5,0.1,-2.4,0,2813280
lecquja01,Jalen,Lecque,PG,PG,19,PHO,5,0,32,5.9,14.8,0.4,0,5.9,0,5.9,8.9,0.667,3,3,1,0,3,3,3,0,0,3,4.4,14.8,86,118,2.7,0.46,0.4,0.2,0,7,3.5,8.6,0,0,15.5,17.1,0,0,0,-0.065,-7.1,-2.9,-10,-0.1,898310
leeco01,Courtney,Lee,SG,SG,34,DAL,24,9,345,5.6,11.5,0.488,2.9,6.6,0.447,2.7,4.9,0.543,0.8,1,0.857,1,3.5,4.5,1.7,2.5,0.8,1.5,4.6,15,116,111,10.8,0.629,0.573,0.085,2.2,7.5,4.9,4.7,2.5,1.5,11.4,11.9,0.3,0.3,0.7,0.092,-2.1,1.5,-0.6,0.1,12759670
leeda03,Damion,Lee,SG,SG,27,GSW,49,36,1423,7.2,17.2,0.417,2.9,8,0.356,4.3,9.1,0.471,3.7,4.2,0.873,1.1,7,8,4.5,1.7,0.2,2.3,3.9,20.9,108,114,12.7,0.548,0.468,0.247,2.4,16.3,9.1,14.4,1.7,0.4,10.6,19,0.9,0.8,1.7,0.058,-1.5,-0.8,-2.3,-0.1,842327
lenal01,Alex,Len,C,C,26,ATL,40,9,745,8.9,16.3,0.546,0.9,3.5,0.25,8,12.8,0.627,3.2,5.1,0.63,4.3,10.1,14.4,2.6,1.3,2.1,2.4,5.8,21.8,115,112,17.5,0.59,0.215,0.312,9.8,23.6,16.6,8.7,1.3,3.7,11.7,18.6,1.1,0.6,1.8,0.113,-0.2,-0.2,-0.4,0.3,4160000
lenal01,Alex,Len,C,C,26,SAC,15,3,225,7.5,12.7,0.593,0.4,0.6,0.667,7.1,12.1,0.589,3.7,5.2,0.708,6.7,12.9,19.6,1.7,0.6,3.2,3.5,7.3,19.2,119,108,18.2,0.64,0.051,0.407,15.1,30.8,22.8,5.2,0.6,6.4,18.7,16.5,0.4,0.3,0.7,0.15,-1.3,-0.3,-1.6,0,4160000
leonaka01,Kawhi,Leonard,SF,SG,28,LAC,57,57,1848,13.6,29,0.47,3.1,8.3,0.378,10.5,20.7,0.506,9.1,10.3,0.886,1.4,8.9,10.3,7.2,2.6,0.8,3.8,2.9,39.5,117,104,26.9,0.589,0.287,0.355,3.1,19.1,11.3,26.4,2.6,1.6,10.2,33,5.4,3.3,8.7,0.226,6.5,2.4,8.9,5.1,32742000
leoname01,Meyers,Leonard,C,PF,27,MIA,51,49,1034,5.6,11,0.509,2.5,6,0.414,3.1,5,0.623,0.8,1.3,0.643,1.4,10.9,12.3,2.6,0.7,0.7,1.8,5.1,14.6,114,110,10.6,0.627,0.547,0.12,3.4,24,14.1,7.6,0.7,1.4,13.7,12.2,0.9,1.2,2.1,0.096,-1.3,0.4,-0.9,0.3,11286515
leverca01,Caris,LeVert,SG,SF,25,BRK,45,31,1330,11.1,26,0.425,2.8,7.8,0.364,8.2,18.2,0.451,5,7,0.711,1.7,5,6.7,7.1,1.9,0.4,4.2,2.9,30,102,110,16.1,0.514,0.301,0.269,3.9,10.7,7.4,25,1.9,0.6,12.6,29.5,0.1,1.4,1.5,0.055,0.6,-0.9,-0.3,0.5,2625718
lillada01,Damian,Lillard,PG,SG,29,POR,66,66,2474,12,26,0.463,5.2,13,0.401,6.8,13,0.524,8.9,10,0.888,0.6,4.8,5.5,10.2,1.3,0.4,3.7,2.2,38.1,126,117,26.9,0.627,0.5,0.384,1.4,10.5,6,34.4,1.3,0.8,11,30.3,10.9,0.7,11.6,0.225,8.3,-0.9,7.5,5.9,29802321
littlna01,Nassir,Little,PF,SF,19,POR,48,5,573,5.4,12.6,0.43,1.2,4.9,0.237,4.2,7.7,0.554,2.3,3.7,0.636,2.6,6.4,9,1.8,1.1,1.2,1.2,6,14.3,108,116,9.6,0.505,0.391,0.291,5.7,13.9,9.9,5,1.1,2.1,8.1,13.7,0.3,0.3,0.6,0.047,-2.9,-0.6,-3.5,-0.2,2105520
looneke01,Kevon,Looney,C,C,23,GSW,20,4,262,5.3,14.4,0.367,0.2,2.6,0.071,5.1,11.9,0.431,1.6,2.2,0.75,5.1,6.9,12.1,3.7,2.2,1.1,2.2,6.2,12.4,94,112,9.4,0.403,0.177,0.152,11.2,16.3,13.6,11.1,2.2,2.1,12.5,15.7,-0.2,0.2,0,0.006,-4.8,-0.8,-5.6,-0.2,4464286
lopezbr01,Brook,Lopez,C,PF,31,MIL,68,67,1817,7.3,16.9,0.435,2.6,8.2,0.314,4.8,8.7,0.549,3.2,3.8,0.836,1.5,6.4,7.8,2.5,1.2,4.1,1.8,4.1,20.4,109,100,15,0.551,0.484,0.227,3.4,13,8.5,7.4,1.2,7.9,8.7,18.3,1.4,4.1,5.5,0.145,-0.4,2.5,2,1.9,12093024
lopezro01,Robin,Lopez,C,C,31,MIL,66,5,958,7,14.3,0.492,1.7,5,0.333,5.3,9.2,0.577,1.3,2.5,0.528,2.7,5,7.7,2.1,0.5,2.1,3,4.6,17,101,105,10.2,0.554,0.351,0.177,6.2,10.2,8.3,6.3,0.5,4.1,16.4,16.6,-0.1,1.6,1.5,0.077,-3,0.4,-2.6,-0.2,4767000
loveke01,Kevin,Love,PF,C,31,CLE,56,56,1780,8.9,19.9,0.45,4,10.7,0.374,4.9,9.2,0.537,5.1,6,0.854,1.5,13.5,15,4.9,0.9,0.5,3.8,2.5,27,112,113,17.9,0.599,0.536,0.301,3.3,31.1,17.1,15.4,0.9,0.9,14.5,23.1,2.5,1.3,3.8,0.101,2.6,-0.5,2,1.8,28900000
lowryky01,Kyle,Lowry,PG,PG,33,TOR,58,58,2098,7.6,18.2,0.416,3.7,10.6,0.352,3.9,7.6,0.504,6.7,7.8,0.857,0.7,5.9,6.6,9.8,1.9,0.6,4,4.3,25.5,116,106,17.7,0.59,0.58,0.427,1.6,12.8,7.3,30.6,1.9,1.2,15.7,23.1,4.2,3.3,7.5,0.171,2.2,1,3.2,2.8,33296296
luwawti01,TimothÃ©,Luwawu-Cabarrot,SG,SF,24,BRK,47,2,853,6.5,14.9,0.435,3.4,8.9,0.388,3.1,6,0.505,3.8,4.5,0.852,1.6,5.4,7,1.6,1,0.4,2.1,5.9,20.2,114,112,11,0.599,0.595,0.301,3.6,11.6,7.7,4.9,1,0.7,10.8,16.8,0.9,0.7,1.7,0.095,-1.8,-0.5,-2.2,-0.1,654468
lylestr01,Trey,Lyles,PF,SF,24,SAS,63,53,1271,5.8,12.9,0.446,2.4,6.3,0.387,3.3,6.6,0.503,1.2,1.7,0.733,2.7,10.9,13.6,2.6,1.1,1.1,1.5,3.7,15.2,113,113,12.6,0.557,0.49,0.131,6,24.6,15.3,7.2,1.1,1.9,9.7,13.6,1.2,1,2.2,0.083,-0.5,-0.7,-1.2,0.3,5500000
maconda01,Daryl,Macon,SG,SF,24,MIA,4,0,14,3.5,10.5,0.333,3.5,7,0.5,0,3.5,0,0,0,0,0,0,0,3.5,0,0,7,3.5,10.5,65,118,-3.1,0.5,0.667,0,0,0,0,9.7,0,0,40,15.7,0,0,0,-0.161,-7,-4.4,-11.4,0,79568
macurjp01,J.P.,Macura,SG,PG,24,CLE,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.022,-5.2,-1.2,-6.4,0,81678
magetjo01,Josh,Magette,PG,SG,30,ORL,8,0,38,6.4,19.2,0.333,1.3,5.1,0.25,5.1,14.1,0.364,1.3,2.6,0.5,1.3,6.4,7.7,6.4,3.8,1.3,6.4,5.1,15.4,71,105,5.1,0.378,0.267,0.133,2.7,14.6,8.5,19.2,3.8,2.4,23.9,23.7,-0.2,0.1,-0.1,-0.127,-7.9,1.6,-6.2,0,81678
mahinia01,Ian,Mahinmi,C,PF,33,WAS,38,35,808,6,12.1,0.495,0.3,1.5,0.192,5.7,10.6,0.538,4,6.5,0.619,4.5,8.1,12.6,2.8,1.8,2.5,2.6,6.6,16.4,110,112,14.2,0.545,0.124,0.538,10.1,19.7,14.7,8.3,1.8,4.8,14.8,15.7,0.7,0.7,1.4,0.083,-2.8,0,-2.7,-0.2,15450051
makerth01,Thon,Maker,C,PF,22,DET,60,14,776,5.9,12.2,0.482,1.4,4.1,0.344,4.5,8.2,0.55,4.6,7,0.664,3.4,7.2,10.6,2.7,1.6,2.5,2.9,6.5,17.8,111,110,13.7,0.582,0.332,0.57,7.8,16.7,12.2,8,1.6,4.2,15.7,16.1,0.7,0.8,1.5,0.096,-2.1,0.7,-1.4,0.1,3569643
mannte01,Terance,Mann,SG,PG,23,LAC,41,6,362,4.8,10.3,0.468,0.9,2.6,0.35,3.9,7.7,0.508,2.4,3.5,0.667,1.3,5.9,7.2,6.9,1.4,0.7,2.4,6,12.9,114,109,10.6,0.545,0.253,0.342,2.9,12.6,7.9,19.3,1.4,1.2,16.5,12.6,0.4,0.4,0.8,0.106,-2.8,1.2,-1.6,0,1000000
marjabo01,Boban,MarjanoviÄ‡,C,C,31,DAL,44,5,422,13.9,24.2,0.573,0.5,1.9,0.235,13.4,22.2,0.603,4.9,6.5,0.754,7.6,15,22.6,2.3,0.9,1.1,3.4,6.4,33.1,120,108,25.7,0.612,0.081,0.27,16.6,32.1,24.5,8.3,0.9,2,11.3,26.9,1.2,0.6,1.8,0.2,2.8,-1.6,1.2,0.3,3500000
markkla01,Lauri,Markkanen,PF,C,22,CHI,50,50,1492,8.1,19.1,0.425,3.5,10.2,0.344,4.6,8.8,0.518,4.1,4.9,0.824,1.9,8.2,10.1,2.4,1.4,0.7,2.6,3.1,23.8,108,110,14.3,0.56,0.536,0.259,4.2,19.7,11.6,7.6,1.4,1.5,11,21.1,1,1.6,2.6,0.084,0.2,-0.8,-0.6,0.5,5300400
martica02,Caleb,Martin,SF,PF,24,CHO,18,1,317,5.8,13.3,0.44,3.2,5.8,0.541,2.7,7.4,0.362,2.7,3.3,0.81,1.6,4.4,6,3.6,1.9,1.1,2.4,5.1,17.5,113,113,12,0.595,0.44,0.25,3.3,10,6.5,11.1,1.9,2,13.9,15,0.3,0.2,0.5,0.081,-1.6,0.6,-1,0.1,898310
martico01,Cody,Martin,SF,PF,24,CHO,48,3,903,4.9,11.5,0.43,1,4.3,0.234,3.9,7.2,0.546,2.3,3.6,0.646,2.1,6.7,8.8,5.3,2.2,0.5,2.4,4.3,13.2,104,112,10.5,0.505,0.372,0.314,4.4,15.1,9.6,15.7,2.2,0.9,15.7,13.6,0.2,0.8,1,0.052,-3.1,1,-2.2,0,1173310
martije02,Jeremiah,Martin,PG,SG,23,BRK,9,0,99,11.5,25.3,0.453,2.4,8.6,0.278,9.1,16.7,0.543,5.3,6.7,0.786,0.5,4.3,4.8,8.6,3.3,1,1.9,3.3,30.6,116,107,21.8,0.541,0.34,0.264,1.1,9.2,5.2,30.8,3.3,1.7,6.3,26.7,0.2,0.1,0.4,0.176,1.5,1.7,3.2,0.1,79568
martike03,Kelan,Martin,SF,PF,24,MIN,31,4,495,6.7,17,0.392,2.3,9,0.26,4.3,8,0.541,2.8,2.9,0.968,1.1,7.9,9,2.2,0.7,0.8,1.9,4.8,18.5,100,114,9.2,0.506,0.53,0.171,2.5,18.6,10.2,6.8,0.7,1.5,9.3,17.8,-0.1,0.3,0.2,0.023,-3.3,-1,-4.3,-0.3,79568
masonfr01,Frank,Mason,PG,SG,25,MIL,9,0,118,8.9,19.7,0.451,2.3,8.1,0.286,6.6,11.6,0.567,3.9,6.6,0.588,1.9,5.4,7.4,11.2,1.9,0.4,4.3,4.3,24,110,104,16.9,0.53,0.412,0.333,4.5,11.1,8,35,1.9,0.7,15.8,24.3,0.1,0.2,0.4,0.143,-0.6,0.6,0,0.1,79568
mathega01,Garrison,Mathews,SG,PG,23,WAS,18,0,227,4.9,11.5,0.429,3.9,9.5,0.413,1,2.1,0.5,6.4,7,0.912,1.2,3.7,4.9,2.1,1.6,0.2,1.6,6.6,20.2,133,118,13.1,0.691,0.821,0.607,2.8,9,5.8,5.8,1.6,0.4,10.1,14.5,0.6,0.1,0.6,0.131,-0.6,-0.5,-1.1,0.1,79568
matthwe02,Wesley,Matthews,SG,SF,33,MIL,67,67,1635,4.7,11.8,0.396,3,8.3,0.364,1.6,3.5,0.472,1.5,1.9,0.765,0.6,4,4.6,2.6,1.1,0.3,1.2,2.9,13.8,109,107,8.1,0.547,0.704,0.161,1.4,8.2,5,7.1,1.1,0.5,8.7,12.5,0.8,2.4,3.2,0.093,-2.6,0.7,-1.8,0.1,2564753
mbahalu01,Luc,Mbah,PF,C,33,HOU,3,0,25,3.7,9.3,0.4,0,3.7,0,3.7,5.6,0.667,1.9,3.7,0.5,1.9,1.9,3.7,0,3.7,0,1.9,0,9.3,82,110,6.4,0.425,0.4,0.4,4.2,4.2,4.2,0,3.7,0,14.5,11.4,0,0,0,-0.008,-5.2,-2.2,-7.4,0,289803
mccawpa01,Patrick,McCaw,SF,SG,24,TOR,37,12,908,3.5,8.5,0.414,1.2,3.7,0.324,2.3,4.8,0.484,0.7,0.9,0.722,1,3.5,4.5,4.1,2,0.2,1.5,3.1,8.9,105,108,7.3,0.5,0.438,0.111,2.3,7.6,5,11.5,2,0.4,14.6,9.4,0.2,1.2,1.4,0.075,-3.6,1.8,-1.8,0,4000000
mccolcj01,CJ,McCollum,SG,PG,28,POR,70,70,2556,11.4,25.3,0.451,3.6,9.5,0.379,7.8,15.7,0.494,2.6,3.4,0.757,0.9,4.7,5.5,5.8,1,0.8,2.4,3.4,29,111,118,17,0.541,0.378,0.136,1.9,10.2,6.1,19.1,1,1.4,8.1,25.9,3.5,0.6,4.1,0.077,2.3,-1.8,0.5,1.6,27556959
mccontj01,T.J.,McConnell,PG,SG,27,IND,71,3,1326,7.8,15,0.516,0.2,0.6,0.294,7.6,14.4,0.525,1.3,1.5,0.833,1.4,5.5,6.9,13,2,0.4,3.7,2.7,17,112,109,16.5,0.54,0.041,0.102,3.2,12.4,7.8,37.6,2,0.7,18.9,17.5,1.7,1.7,3.3,0.121,0.1,0.4,0.5,0.8,3500000
mcdanja01,Jalen,McDaniels,PF,SF,22,CHO,16,0,293,5.6,12,0.471,1.5,4.1,0.375,4.1,7.9,0.522,2.4,2.9,0.824,2.6,8.5,11.1,2.2,1.4,0.5,1.9,6.2,15.2,112,113,10.7,0.574,0.343,0.243,5.4,19.4,12.1,6.8,1.4,0.9,12.4,13.3,0.2,0.2,0.5,0.078,-3.4,0.1,-3.3,-0.1,898310
mcderdo01,Doug,McDermott,PF,SF,28,IND,69,0,1372,9.4,19.3,0.488,4.5,10.4,0.435,4.9,8.9,0.549,1.7,2.1,0.828,0.9,5.2,6.2,2.8,0.4,0.2,1.5,4.1,25.1,117,113,14.4,0.62,0.537,0.106,2.1,11.7,7,8.4,0.4,0.3,6.8,19.6,2.3,1.1,3.3,0.117,1.4,-1.3,0,0.7,7333334
